id	node	area		aircraft class
A1	126	5412.0942	B
A2	126	5412.0942	B
A3	126	5412.0942	B
A4	126	5412.0942	B
A5	126	5412.0942	B
A6	126	5412.0942	B
A7	126	5412.0942	B
A8	126	5412.0942	B
A9	126	5412.0942	B
A10	126	5412.0942	B
A11	126	5412.0942	B
A12	126	5412.0942	B
A13	126	5412.0942	B
A14	126	5412.0942	B
B1	126	5412.0942	B
B2	126	5412.0942	B
B3	126	5412.0942	B
B4	126	5412.0942	B
B5	126	5412.0942	B
B6	126	5412.0942	B
B7	126	5412.0942	B
B8	216	5412.0942	B
B9	126	5412.0942	B
B10	126	5412.0942	B
B11	126	5412.0942	B
B12	126	5412.0942	B
B13	126	5412.0942	B
B14	126	5412.0942	B
B15	126	5412.0942	B
B16	126	5412.0942	B
C1	121	13880.27776	C	
C2	121	13880.27776	C
C3	121	13880.27776	C
C4	121	13880.27776	C
C5	121	13880.27776	C
C6	121	13880.27776	C
C7	121	29203.5654	D
C8	121	29203.5654	D		
C9	121	29203.5654	D
C10	121	29203.5654	D
C11	121	29203.5654	D
C12	121	29203.5654	D
C13	121	29203.5654	D
C14	123	29203.5654	D
C15	123	29203.5654	D
C16	123	29203.5654	D
C17	123	29203.5654	D
C18	123	29203.5654	D
C19	123	29203.5654	D
C20	123	29203.5654	D
C21	123	29203.5654	D
C22	123	29203.5654	D
C23	123	29203.5654	D
C24	123	29203.5654	D
C25	123	29203.5654	D
C26	123	13880.27776	C
C27	123	29203.5654	D
D1	121	13880.27776	C
D2	121	13880.27776	C
D3	121	13880.27776	C
D4	121	13880.27776	C
D5	121	13880.27776	C
D6	121	13880.27776	C
E1	131	13880.27776	C
E2	131	13880.27776	C
E3	131	13880.27776	C
E4	131	13880.27776	C
E5	131	13880.27776	C
E6	131	13880.27776	C
E7	131	13880.27776	C
E8	131	13880.27776	C
E9	131	29203.5654	D
E10	131	13880.27776	C
E11	131	13880.27776	C
E12	131	13880.27776	C
E13	131	13880.27776	C
E14	131	13880.27776	C
E15	131	13880.27776	C
E16	131	13880.27776	C
F1	130	13880.27776	C
F2	130	13880.27776	C
F3	130	29203.5654	D
F4	130	13880.27776	C
F5	130	13880.27776	C
F6	130	13880.27776	C
F7	130	29203.5654	D
F8	130	29203.5654	D
F9	130	13880.27776	C
F10	130	41066.72666	E
F11	130	13880.27776	C
F12	130	13880.27776	C
F13	130	13880.27776	C
F14	130	45627.07259	E
F15	130	13880.27776	C
F16	130	13880.27776	C
G1	88	13880.27776	C
G2	88	13880.27776	C
G3	88	13880.27776	C
G4	88	41066.72666	E
G5	88	41066.72666	E
G6a	88	13880.27776	C
G6b	88	13880.27776	C
G7	88	13880.27776	C
G8	88	45627.07259	E
G9	88	45627.07259	E
G10	88	13880.27776	C
G11	88	13880.27776	C
G12	90	13880.27776	C
G13	90	13880.27776	C
G14	90	13880.27776	C
G15	90	13880.27776	C
G16	90	13880.27776	C
G17	90	13880.27776	C
G18	90	13880.27776	C
G19	90	13880.27776	C
G20	93	13880.27776	C
G21	93	13880.27776	C
G22	93	13880.27776	C
H1	36	13880.27776	C
H2	36	13880.27776	C
H3	36	13880.27776	C
H4	36	13880.27776	C
H5	36	13880.27776	C
H6	36	13880.27776	C
H7	36	13880.27776	C
H8	39	13880.27776	C
H9	39	13880.27776	C
H10	39	13880.27776	C
H11	39	13880.27776	C
H12	39	13880.27776	C
H13	39	13880.27776	C
H14	39	13880.27776	C
